tract,state_abbr,year,annual_change,hpi,hpi1990,hpi2000,WARD
17031830600,IL,2005,11.21,278.37,NA,NA,49
17031830600,IL,2006,1.62,282.89,NA,NA,49
17031830600,IL,2007,-5.2,268.19,NA,NA,49
17031830600,IL,2008,8.28,290.39,NA,NA,49
17031830600,IL,2009,-16.81,241.58,NA,NA,49
17031830600,IL,2010,-1.62,237.67,NA,NA,49
17031830600,IL,2011,-10.87,211.83,NA,NA,49
17031830600,IL,2012,-4.46,202.39,NA,NA,49
17031830600,IL,2013,1.2,204.82,NA,NA,49
17031830600,IL,2014,15.55,236.67,NA,NA,49
17031830600,IL,2015,NA,NA,NA,NA,49
17031830600,IL,2016,NA,246.03,NA,NA,49
17031830600,IL,2017,NA,NA,NA,NA,49
17031830900,IL,2003,NA,100,NA,NA,1
17031830900,IL,2004,-0.43,99.57,NA,NA,1
17031830900,IL,2005,29.88,129.32,NA,NA,1
17031830900,IL,2006,4.71,135.41,NA,NA,1
17031830900,IL,2007,6.64,144.41,NA,NA,1
17031830900,IL,2008,-9.26,131.03,NA,NA,1
17031830900,IL,2009,1.64,133.18,NA,NA,1
17031830900,IL,2010,-12,117.19,NA,NA,1
17031830900,IL,2011,-9.2,106.41,NA,NA,1
17031830900,IL,2012,3.32,109.94,NA,NA,1
17031830900,IL,2013,7.57,118.26,NA,NA,1
17031830900,IL,2014,7.77,127.45,NA,NA,1
17031830900,IL,2015,-4.37,121.87,NA,NA,1
17031830900,IL,2016,12.44,137.03,NA,NA,1
17031830900,IL,2017,7.18,146.87,NA,NA,1
17031830700,NA,NA,NA,NA,NA,NA,46
17031300900,NA,NA,NA,NA,NA,NA,12
17031700501,IL,1986,NA,100,74.89,52.21,18
17031700501,IL,1987,6.7,106.7,79.91,55.71,18
17031700501,IL,1988,10.18,117.56,88.04,61.38,18
17031700501,IL,1989,5.95,124.55,93.28,65.03,18
17031700501,IL,1990,7.21,133.53,100,69.72,18
17031700501,IL,1991,4.21,139.16,104.21,72.66,18
17031700501,IL,1992,0.77,140.23,105.02,73.22,18
17031700501,IL,1993,7.55,150.83,112.96,78.75,18
17031700501,IL,1994,8.03,162.94,122.03,85.08,18
17031700501,IL,1995,-2.21,159.35,119.34,83.2,18
17031700501,IL,1996,8,172.09,128.88,89.85,18
17031700501,IL,1997,-5.53,162.58,121.76,84.89,18
17031700501,IL,1998,8.58,176.53,132.2,92.17,18
17031700501,IL,1999,3.6,182.88,136.96,95.49,18
17031700501,IL,2000,4.72,191.53,143.43,100,18
17031700501,IL,2001,6.42,203.82,152.64,106.42,18
17031700501,IL,2002,7.96,220.03,164.78,114.88,18
17031700501,IL,2003,3.12,226.9,169.93,118.47,18
17031700501,IL,2004,11.15,252.19,188.87,131.68,18
17031700501,IL,2005,10.94,279.78,209.53,146.08,18
17031700501,IL,2006,13.67,318.03,238.18,166.05,18
17031700501,IL,2007,-1.02,314.78,235.74,164.35,18
17031700501,IL,2008,-0.36,313.63,234.88,163.75,18
17031700501,IL,2009,-17.35,259.21,194.13,135.34,18
17031700501,IL,2010,-13.22,224.93,168.45,117.44,18
17031700501,IL,2011,-5.95,211.55,158.43,110.45,18
17031700501,IL,2012,-8.3,193.98,145.28,101.28,18
17031700501,IL,2013,-2.4,189.32,141.78,98.85,18
17031700501,IL,2014,6.86,202.3,151.51,105.63,18
17031700501,IL,2015,22.75,248.32,185.97,129.65,18
17031700501,IL,2016,-2.35,242.47,181.59,126.6,18
17031700501,IL,2017,3.62,251.24,188.16,131.18,18
17031460302,NA,NA,NA,NA,NA,NA,7
17031431302,NA,NA,NA,NA,NA,NA,7
17031222900,NA,NA,NA,NA,NA,NA,1
17031431301,NA,NA,NA,NA,NA,NA,7
17031440101,NA,NA,NA,NA,NA,NA,8
17031301803,IL,2001,NA,100,NA,NA,22
17031301803,IL,2002,14.28,114.28,NA,NA,22
17031301803,IL,2003,6.48,121.69,NA,NA,22
17031301803,IL,2004,10.1,133.98,NA,NA,22
17031301803,IL,2005,29.66,173.73,NA,NA,22
17031301803,IL,2006,0.06,173.82,NA,NA,22
17031301803,IL,2007,0.91,175.41,NA,NA,22
17031301803,IL,2008,-6.96,163.21,NA,NA,22
17031301803,IL,2009,-23.22,125.31,NA,NA,22
17031301803,IL,2010,NA,NA,NA,NA,22
17031301803,IL,2011,NA,NA,NA,NA,22
17031301803,IL,2012,NA,NA,NA,NA,22
17031301803,IL,2013,NA,NA,NA,NA,22
17031301803,IL,2014,NA,NA,NA,NA,22
17031301803,IL,2015,NA,NA,NA,NA,22
17031301803,IL,2016,NA,NA,NA,NA,22
17031301803,IL,2017,NA,NA,NA,NA,22
17031310200,NA,NA,NA,NA,NA,NA,11
17031310300,NA,NA,NA,NA,NA,NA,25
17031310500,NA,NA,NA,NA,NA,NA,25
17031510300,IL,2002,NA,100,NA,NA,7
17031510300,IL,2003,8.99,108.99,NA,NA,7
17031510300,IL,2004,8.78,118.56,NA,NA,7
17031510300,IL,2005,6.15,125.85,NA,NA,7
17031510300,IL,2006,9.34,137.61,NA,NA,7
17031510300,IL,2007,7.84,148.4,NA,NA,7
17031510300,IL,2008,0.17,148.65,NA,NA,7
17031510300,IL,2009,-0.51,147.89,NA,NA,7
17031510300,IL,2010,-11.25,131.25,NA,NA,7
17031510300,IL,2011,-24.44,99.17,NA,NA,7
17031510300,IL,2012,-10.55,88.71,NA,NA,7
17031510300,IL,2013,0.21,88.89,NA,NA,7
17031510300,IL,2014,8.46,96.41,NA,NA,7
17031510300,IL,2015,NA,NA,NA,NA,7
17031510300,IL,2016,NA,108.78,NA,NA,7
17031510300,IL,2017,4.64,113.82,NA,NA,7
17031491400,NA,NA,NA,NA,NA,NA,9
17031500200,NA,NA,NA,NA,NA,NA,9
17031530200,NA,NA,NA,NA,NA,NA,34
17031740100,IL,1986,NA,100,78.1,45.68,19
17031740100,IL,1987,2.88,102.88,80.35,47,19
17031740100,IL,1988,19.26,122.7,95.82,56.05,19
17031740100,IL,1989,-4.41,117.29,91.6,53.58,19
17031740100,IL,1990,9.17,128.05,100,58.5,19
17031740100,IL,1991,12.2,143.66,112.2,65.63,19
17031740100,IL,1992,6.77,153.39,119.8,70.08,19
17031740100,IL,1993,5.82,162.33,126.77,74.16,19
17031740100,IL,1994,3.25,167.61,130.9,76.57,19
17031740100,IL,1995,6.26,178.11,139.1,81.37,19
17031740100,IL,1996,1,179.89,140.49,82.18,19
17031740100,IL,1997,3.43,186.06,145.31,85,19
17031740100,IL,1998,5.85,196.94,153.8,89.97,19
17031740100,IL,1999,0.54,198,154.63,90.46,19
17031740100,IL,2000,10.55,218.89,170.95,100,19
17031740100,IL,2001,6.29,232.66,181.7,106.29,19
17031740100,IL,2002,6.62,248.05,193.72,113.32,19
17031740100,IL,2003,6.64,264.51,206.58,120.84,19
17031740100,IL,2004,15.07,304.36,237.7,139.05,19
17031740100,IL,2005,10.31,335.73,262.2,153.38,19
17031740100,IL,2006,9.19,366.59,286.3,167.48,19
17031740100,IL,2007,1.71,372.85,291.18,170.33,19
17031740100,IL,2008,-1.61,366.86,286.51,167.6,19
17031740100,IL,2009,-7.64,338.84,264.63,154.8,19
17031740100,IL,2010,-7.48,313.48,244.82,143.21,19
17031740100,IL,2011,-6.85,292,228.04,133.4,19
17031740100,IL,2012,-2.02,286.09,223.42,130.7,19
17031740100,IL,2013,-6.29,268.1,209.38,122.48,19
17031740100,IL,2014,8.55,291.02,227.28,132.95,19
17031740100,IL,2015,5.41,306.75,239.56,140.14,19
17031740100,IL,2016,4.36,320.13,250.01,146.25,19
17031740100,IL,2017,1.83,325.99,254.59,148.93,19
17031140500,IL,1992,NA,100,NA,71.58,39
17031140500,IL,1993,-2.74,97.26,NA,69.63,39
17031140500,IL,1994,-2.02,95.3,NA,68.22,39
17031140500,IL,1995,-2.55,92.87,NA,66.48,39
17031140500,IL,1996,8.03,100.32,NA,71.82,39
17031140500,IL,1997,9.08,109.43,NA,78.34,39
17031140500,IL,1998,1.94,111.55,NA,79.85,39
17031140500,IL,1999,13.84,126.99,NA,90.91,39
17031140500,IL,2000,10,139.7,NA,100,39
17031140500,IL,2001,10.09,153.79,NA,110.09,39
17031140500,IL,2002,10.96,170.64,NA,122.15,39
17031140500,IL,2003,4.07,177.58,NA,127.12,39
17031140500,IL,2004,6.25,188.69,NA,135.07,39
17031140500,IL,2005,19.13,224.79,NA,160.91,39
17031140500,IL,2006,9.6,246.36,NA,176.36,39
17031140500,IL,2007,-1.8,241.93,NA,173.19,39
17031140500,IL,2008,3.94,251.47,NA,180.02,39
17031140500,IL,2009,-16.77,209.3,NA,149.83,39
17031140500,IL,2010,-8.56,191.39,NA,137,39
17031140500,IL,2011,-16.08,160.61,NA,114.97,39
17031140500,IL,2012,1.8,163.51,NA,117.05,39
17031140500,IL,2013,-1.78,160.59,NA,114.96,39
17031140500,IL,2014,9.84,176.4,NA,126.28,39
17031140500,IL,2015,12.06,197.68,NA,141.51,39
17031140500,IL,2016,1.61,200.86,NA,143.79,39
17031140500,IL,2017,12.65,226.28,NA,161.98,39
17031140800,IL,1986,NA,100,56.56,31,33
17031140800,IL,1987,15.18,115.18,65.14,35.7,33
17031140800,IL,1988,24.04,142.87,80.81,44.28,33
17031140800,IL,1989,8.78,155.4,87.9,48.17,33
17031140800,IL,1990,13.77,176.8,100,54.8,33
17031140800,IL,1991,0.21,177.18,100.21,54.92,33
17031140800,IL,1992,1.55,179.93,101.77,55.77,33
17031140800,IL,1993,3.2,185.68,105.02,57.55,33
17031140800,IL,1994,3.54,192.25,108.74,59.59,33
17031140800,IL,1995,8.17,207.95,117.62,64.46,33
17031140800,IL,1996,0.07,208.09,117.7,64.5,33
17031140800,IL,1997,10.06,229.02,129.54,70.99,33
17031140800,IL,1998,6.2,243.21,137.56,75.39,33
17031140800,IL,1999,10.08,267.72,151.42,82.98,33
17031140800,IL,2000,20.51,322.62,182.47,100,33
17031140800,IL,2001,7.65,347.3,196.43,107.65,33
17031140800,IL,2002,6.98,371.52,210.13,115.16,33
17031140800,IL,2003,6.75,396.6,224.32,122.93,33
17031140800,IL,2004,5.38,417.93,236.39,129.54,33
17031140800,IL,2005,17.97,493.04,278.87,152.83,33
17031140800,IL,2006,5.77,521.51,294.97,161.65,33
17031140800,IL,2007,0.06,521.84,295.16,161.75,33
17031140800,IL,2008,4.37,544.64,308.05,168.82,33
17031140800,IL,2009,-10.7,486.38,275.1,150.76,33
17031140800,IL,2010,-5.18,461.18,260.84,142.95,33
17031140800,IL,2011,-5.57,435.48,246.31,134.99,33
17031140800,IL,2012,3.59,451.13,255.16,139.83,33
17031140800,IL,2013,-0.06,450.85,255,139.75,33
17031140800,IL,2014,8.52,489.24,276.72,151.65,33
17031140800,IL,2015,3.13,504.53,285.37,156.39,33
17031140800,IL,2016,2.42,516.75,292.28,160.18,33
17031140800,IL,2017,1.72,525.64,297.3,162.93,33
17031301100,NA,NA,NA,NA,NA,NA,12
17031150200,IL,1986,NA,100,68.86,38.97,45
17031150200,IL,1987,5.6,105.6,72.71,41.15,45
17031150200,IL,1988,15.57,122.04,84.04,47.55,45
17031150200,IL,1989,17.13,142.95,98.43,55.7,45
17031150200,IL,1990,1.59,145.23,100,56.59,45
17031150200,IL,1991,5.88,153.77,105.88,59.92,45
17031150200,IL,1992,3.92,159.79,110.03,62.26,45
17031150200,IL,1993,0.06,159.89,110.1,62.3,45
17031150200,IL,1994,6.11,169.65,116.82,66.11,45
17031150200,IL,1995,-4.39,162.21,111.69,63.2,45
17031150200,IL,1996,11.82,181.38,124.9,70.68,45
17031150200,IL,1997,-0.92,179.72,123.75,70.03,45
17031150200,IL,1998,5.96,190.43,131.13,74.2,45
17031150200,IL,1999,11.41,212.17,146.09,82.67,45
17031150200,IL,2000,20.96,256.64,176.72,100,45
17031150200,IL,2001,5.57,270.94,186.56,105.57,45
17031150200,IL,2002,9.23,295.95,203.78,115.32,45
17031150200,IL,2003,3.56,306.49,211.04,119.42,45
17031150200,IL,2004,11.28,341.06,234.85,132.9,45
17031150200,IL,2005,10.99,378.56,260.67,147.51,45
17031150200,IL,2006,9.7,415.28,285.96,161.82,45
17031150200,IL,2007,0.15,415.92,286.4,162.07,45
17031150200,IL,2008,-7.1,386.39,266.06,150.56,45
17031150200,IL,2009,-12.73,337.18,232.18,131.38,45
17031150200,IL,2010,-6,316.95,218.24,123.5,45
17031150200,IL,2011,-11.31,281.09,193.56,109.53,45
17031150200,IL,2012,-3.19,272.13,187.38,106.04,45
17031150200,IL,2013,5.96,288.36,198.56,112.36,45
17031150200,IL,2014,8.52,312.92,215.47,121.93,45
17031150200,IL,2015,3.94,325.26,223.97,126.74,45
17031150200,IL,2016,0.21,325.95,224.44,127.01,45
17031150200,IL,2017,12.78,367.61,253.13,143.24,45
17031150300,IL,1986,NA,100,65.21,39.91,38
17031150300,IL,1987,13.58,113.58,74.07,45.33,38
17031150300,IL,1988,4.97,119.23,77.75,47.58,38
17031150300,IL,1989,17.05,139.55,91.01,55.69,38
17031150300,IL,1990,9.88,153.34,100,61.19,38
17031150300,IL,1991,2.93,157.83,102.93,62.98,38
17031150300,IL,1992,3.03,162.62,106.05,64.89,38
17031150300,IL,1993,2.74,167.07,108.95,66.67,38
17031150300,IL,1994,2.79,171.73,111.99,68.53,38
17031150300,IL,1995,-1.24,169.6,110.6,67.68,38
17031150300,IL,1996,5.58,179.07,116.77,71.46,38
17031150300,IL,1997,3.6,185.51,120.98,74.03,38
17031150300,IL,1998,6.18,196.97,128.45,78.6,38
17031150300,IL,1999,9.3,215.29,140.39,85.91,38
17031150300,IL,2000,16.4,250.59,163.42,100,38
17031150300,IL,2001,10.43,276.72,180.46,110.43,38
17031150300,IL,2002,5.98,293.26,191.24,117.03,38
17031150300,IL,2003,7.28,314.62,205.17,125.55,38
17031150300,IL,2004,8.6,341.68,222.82,136.35,38
17031150300,IL,2005,15.26,393.82,256.82,157.16,38
17031150300,IL,2006,5.26,414.55,270.34,165.43,38
17031150300,IL,2007,5.01,435.31,283.88,173.71,38
17031150300,IL,2008,-9.35,394.61,257.33,157.47,38
17031150300,IL,2009,-13.47,341.43,222.66,136.25,38
17031150300,IL,2010,-7.58,315.54,205.77,125.92,38
17031150300,IL,2011,-6.75,294.24,191.88,117.42,38
17031150300,IL,2012,-1.37,290.22,189.26,115.82,38
17031150300,IL,2013,5.25,305.46,199.2,121.9,38
17031150300,IL,2014,16.3,355.25,231.67,141.77,38
17031150300,IL,2015,-4.47,339.38,221.32,135.43,38
17031150300,IL,2016,7.06,363.33,236.94,144.99,38
17031150300,IL,2017,5.78,384.33,250.63,153.37,38
17031301200,NA,NA,NA,NA,NA,NA,12
17031740400,IL,1986,NA,100,70.23,44.37,19
17031740400,IL,1987,13.26,113.26,79.54,50.25,19
17031740400,IL,1988,0.81,114.18,80.18,50.66,19
17031740400,IL,1989,15.62,132.01,92.71,58.57,19
17031740400,IL,1990,7.87,142.4,100,63.18,19
17031740400,IL,1991,5.86,150.75,105.86,66.88,19
17031740400,IL,1992,7.25,161.67,113.54,71.73,19
17031740400,IL,1993,7.77,174.24,122.36,77.3,19
17031740400,IL,1994,-1.82,171.06,120.13,75.89,19
17031740400,IL,1995,9.54,187.37,131.58,83.13,19
17031740400,IL,1996,2.38,191.84,134.72,85.11,19
17031740400,IL,1997,0.79,193.35,135.78,85.78,19
17031740400,IL,1998,7.6,208.04,146.1,92.3,19
17031740400,IL,1999,4.28,216.95,152.35,96.25,19
17031740400,IL,2000,3.9,225.4,158.29,100,19
17031740400,IL,2001,7.05,241.28,169.44,107.05,19
17031740400,IL,2002,8.43,261.62,183.73,116.07,19
17031740400,IL,2003,6.52,278.68,195.71,123.64,19
17031740400,IL,2004,12.39,313.21,219.96,138.96,19
17031740400,IL,2005,11.42,348.99,245.08,154.83,19
17031740400,IL,2006,9.46,382,268.27,169.48,19
17031740400,IL,2007,0.96,385.67,270.84,171.11,19
17031740400,IL,2008,-2.96,374.27,262.83,166.05,19
17031740400,IL,2009,-7.94,344.56,241.97,152.87,19
17031740400,IL,2010,-3.79,331.5,232.8,147.07,19
17031740400,IL,2011,-6.38,310.35,217.95,137.69,19
17031740400,IL,2012,-5.6,292.98,205.74,129.98,19
17031740400,IL,2013,-3.22,283.55,199.12,125.8,19
17031740400,IL,2014,8.23,306.89,215.52,136.15,19
17031740400,IL,2015,6.52,326.9,229.57,145.03,19
17031740400,IL,2016,-0.76,324.41,227.82,143.93,19
17031740400,IL,2017,7.05,347.28,243.88,154.07,19
17031020400,IL,1990,NA,100,100,63.93,50
17031020400,IL,1991,4.69,104.69,104.69,66.93,50
17031020400,IL,1992,4.89,109.8,109.8,70.2,50
17031020400,IL,1993,-1.69,107.95,107.95,69.01,50
17031020400,IL,1994,0.37,108.34,108.34,69.26,50
17031020400,IL,1995,3.79,112.45,112.45,71.89,50
17031020400,IL,1996,-1.12,111.19,111.19,71.08,50
17031020400,IL,1997,9.07,121.27,121.27,77.53,50
17031020400,IL,1998,8.49,131.56,131.56,84.11,50
17031020400,IL,1999,6.67,140.34,140.34,89.72,50
17031020400,IL,2000,11.46,156.42,156.42,100,50
17031020400,IL,2001,11.05,173.71,173.71,111.05,50
17031020400,IL,2002,7.77,187.2,187.2,119.68,50
17031020400,IL,2003,4.28,195.21,195.21,124.8,50
17031020400,IL,2004,10.82,216.34,216.34,138.31,50
17031020400,IL,2005,15.31,249.48,249.48,159.49,50
17031020400,IL,2006,2.11,254.74,254.74,162.85,50
17031020400,IL,2007,-0.92,252.41,252.41,161.36,50
17031020400,IL,2008,-0.46,251.24,251.24,160.62,50
17031020400,IL,2009,-12.06,220.93,220.93,141.24,50
17031020400,IL,2010,-12.15,194.08,194.08,124.08,50
17031020400,IL,2011,-1.02,192.11,192.11,122.82,50
17031020400,IL,2012,-3.64,185.12,185.12,118.35,50
17031020400,IL,2013,6.73,197.57,197.57,126.31,50
17031020400,IL,2014,1.43,200.39,200.39,128.11,50
17031020400,IL,2015,14.26,228.96,228.96,146.37,50
17031020400,IL,2016,-5.56,216.22,216.22,138.23,50
17031020400,IL,2017,8.12,233.79,233.79,149.46,50
17031640300,IL,1986,NA,100,69.51,44.63,13
17031640300,IL,1987,12.35,112.35,78.1,50.14,13
17031640300,IL,1988,1.73,114.3,79.45,51.01,13
17031640300,IL,1989,21.2,138.53,96.29,61.82,13
17031640300,IL,1990,3.85,143.87,100,64.2,13
17031640300,IL,1991,6.89,153.77,106.89,68.62,13
17031640300,IL,1992,6.54,163.83,113.88,73.11,13
17031640300,IL,1993,6.09,173.81,120.81,77.57,13
17031640300,IL,1994,1.48,176.39,122.61,78.72,13
17031640300,IL,1995,5.34,185.81,129.16,82.92,13
17031640300,IL,1996,1.88,189.3,131.58,84.48,13
17031640300,IL,1997,5.2,199.14,138.42,88.87,13
17031640300,IL,1998,1.23,201.6,140.13,89.97,13
17031640300,IL,1999,0.78,203.16,141.22,90.66,13
17031640300,IL,2000,10.3,224.08,155.76,100,13
17031640300,IL,2001,7.43,240.72,167.33,107.43,13
17031640300,IL,2002,7.55,258.9,179.96,115.54,13
17031640300,IL,2003,8.65,281.29,195.53,125.53,13
17031640300,IL,2004,15.28,324.27,225.4,144.71,13
17031640300,IL,2005,9.92,356.45,247.77,159.07,13
17031640300,IL,2006,7.07,381.66,265.29,170.32,13
17031640300,IL,2007,1.96,389.13,270.48,173.66,13
17031640300,IL,2008,-7.4,360.31,250.45,160.8,13
17031640300,IL,2009,-11.9,317.44,220.65,141.67,13
17031640300,IL,2010,-9.03,288.79,200.74,128.88,13
17031640300,IL,2011,-13.01,251.23,174.63,112.12,13
17031640300,IL,2012,-5.55,237.29,164.94,105.9,13
17031640300,IL,2013,0.07,237.45,165.05,105.97,13
17031640300,IL,2014,9.64,260.33,180.96,116.18,13
17031640300,IL,2015,7.51,279.88,194.54,124.9,13
17031640300,IL,2016,4.31,291.95,202.93,130.29,13
17031640300,IL,2017,5.33,307.5,213.74,137.23,13
17031640600,IL,1991,NA,100,NA,72.62,13
17031640600,IL,1992,4.24,104.24,NA,75.71,13
17031640600,IL,1993,1.17,105.47,NA,76.6,13
17031640600,IL,1994,1.8,107.37,NA,77.97,13
17031640600,IL,1995,2.88,110.46,NA,80.22,13
17031640600,IL,1996,11.97,123.68,NA,89.82,13
17031640600,IL,1997,-2.59,120.48,NA,87.5,13
17031640600,IL,1998,2.38,123.34,NA,89.57,13
17031640600,IL,1999,-0.93,122.19,NA,88.74,13
17031640600,IL,2000,12.69,137.69,NA,100,13
17031640600,IL,2001,6.79,147.05,NA,106.79,13
17031640600,IL,2002,10.18,162.01,NA,117.66,13
17031640600,IL,2003,8.04,175.04,NA,127.12,13
17031640600,IL,2004,15.47,202.13,NA,146.79,13
17031640600,IL,2005,6.62,215.51,NA,156.51,13
17031640600,IL,2006,7.29,231.22,NA,167.92,13
17031640600,IL,2007,3.94,240.33,NA,174.54,13
17031640600,IL,2008,-4.24,230.14,NA,167.14,13
17031640600,IL,2009,-16.73,191.64,NA,139.18,13
17031640600,IL,2010,-11.13,170.31,NA,123.68,13
17031640600,IL,2011,-11.29,151.08,NA,109.72,13
17031640600,IL,2012,-7.78,139.32,NA,101.18,13
17031640600,IL,2013,6.85,148.87,NA,108.12,13
17031640600,IL,2014,9.57,163.12,NA,118.47,13
17031640600,IL,2015,2.63,167.41,NA,121.58,13
17031640600,IL,2016,0.07,167.54,NA,121.67,13
17031640600,IL,2017,9.23,183,NA,132.91,13
17031010400,NA,NA,NA,NA,NA,NA,NA
17031071800,IL,1992,NA,100,NA,64.9,43
17031071800,IL,1993,-7.58,92.42,NA,59.98,43
17031071800,IL,1994,1.02,93.36,NA,60.59,43
17031071800,IL,1995,NA,NA,NA,NA,43
17031071800,IL,1996,NA,NA,NA,NA,43
17031071800,IL,1997,NA,110.96,NA,72.01,43
17031071800,IL,1998,-1.74,109.03,NA,70.76,43
17031071800,IL,1999,15.91,126.37,NA,82.02,43
17031071800,IL,2000,21.93,154.09,NA,100,43
17031071800,IL,2001,5.49,162.55,NA,105.49,43
17031071800,IL,2002,-2.09,159.15,NA,103.29,43
17031071800,IL,2003,16.33,185.14,NA,120.15,43
17031071800,IL,2004,-8.76,168.92,NA,109.62,43
17031071800,IL,2005,NA,NA,NA,NA,43
17031071800,IL,2006,NA,190.93,NA,123.91,43
17031071800,IL,2007,20.23,229.54,NA,148.97,43
17031071800,IL,2008,-5.24,217.5,NA,141.16,43
17031071800,IL,2009,-2.28,212.55,NA,137.94,43
17031071800,IL,2010,-0.65,211.16,NA,137.04,43
17031071800,IL,2011,-1.15,208.73,NA,135.46,43
17031071800,IL,2012,-4.4,199.55,NA,129.51,43
17031071800,IL,2013,9.17,217.85,NA,141.38,43
17031071800,IL,2014,NA,NA,NA,NA,43
17031071800,IL,2015,NA,NA,NA,NA,43
17031071800,IL,2016,NA,NA,NA,NA,43
17031071800,IL,2017,NA,NA,NA,NA,43
17031160300,NA,NA,NA,NA,NA,NA,39
17031310700,NA,NA,NA,NA,NA,NA,25
17031071500,IL,1993,NA,100,NA,NA,43
17031071500,IL,1994,6.29,106.29,NA,NA,43
17031071500,IL,1995,NA,NA,NA,NA,43
17031071500,IL,1996,NA,115.06,NA,NA,43
17031071500,IL,1997,NA,NA,NA,NA,43
17031071500,IL,1998,NA,144.41,NA,NA,43
17031071500,IL,1999,-13.58,124.81,NA,NA,43
17031071500,IL,2000,NA,NA,NA,NA,43
17031071500,IL,2001,NA,171.68,NA,NA,43
17031071500,IL,2002,5.59,181.27,NA,NA,43
17031071500,IL,2003,3.99,188.5,NA,NA,43
17031071500,IL,2004,NA,NA,NA,NA,43
17031071500,IL,2005,NA,273.47,NA,NA,43
17031071500,IL,2006,NA,NA,NA,NA,43
17031071500,IL,2007,NA,NA,NA,NA,43
17031071500,IL,2008,NA,229.32,NA,NA,43
17031071500,IL,2009,12.66,258.35,NA,NA,43
17031071500,IL,2010,-9.9,232.77,NA,NA,43
17031071500,IL,2011,-0.89,230.71,NA,NA,43
17031071500,IL,2012,-0.84,228.76,NA,NA,43
17031071500,IL,2013,13.16,258.87,NA,NA,43
17031071500,IL,2014,NA,NA,NA,NA,43
17031071500,IL,2015,NA,NA,NA,NA,43
17031071500,IL,2016,NA,NA,NA,NA,43
17031071500,IL,2017,NA,NA,NA,NA,43
17031071700,NA,NA,NA,NA,NA,NA,43
17031671200,NA,NA,NA,NA,NA,NA,15
17031670500,NA,NA,NA,NA,NA,NA,16
17031670600,NA,NA,NA,NA,NA,NA,15
17031670700,NA,NA,NA,NA,NA,NA,15
17031670800,NA,NA,NA,NA,NA,NA,16
17031670900,NA,NA,NA,NA,NA,NA,16
17031671100,NA,NA,NA,NA,NA,NA,16
17031671300,NA,NA,NA,NA,NA,NA,15
17031671400,NA,NA,NA,NA,NA,NA,16
17031671500,NA,NA,NA,NA,NA,NA,17
17031671600,NA,NA,NA,NA,NA,NA,17
17031670100,NA,NA,NA,NA,NA,NA,16
17031230500,NA,NA,NA,NA,NA,NA,36
17031230600,IL,2003,NA,100,NA,NA,26
17031230600,IL,2004,20.92,120.92,NA,NA,26
17031230600,IL,2005,17.81,142.46,NA,NA,26
17031230600,IL,2006,1.15,144.1,NA,NA,26
17031230600,IL,2007,6.59,153.59,NA,NA,26
17031230600,IL,2008,-2.78,149.32,NA,NA,26
17031230600,IL,2009,NA,NA,NA,NA,26
17031230600,IL,2010,NA,NA,NA,NA,26
17031230600,IL,2011,NA,NA,NA,NA,26
17031230600,IL,2012,NA,NA,NA,NA,26
17031230600,IL,2013,NA,73.66,NA,NA,26
17031230600,IL,2014,28.12,94.38,NA,NA,26
17031230600,IL,2015,NA,NA,NA,NA,26
17031230600,IL,2016,NA,NA,NA,NA,26
17031230600,IL,2017,NA,NA,NA,NA,26
17031240600,NA,NA,NA,NA,NA,NA,1
17031241000,NA,NA,NA,NA,NA,NA,1
17031191000,IL,1993,NA,100,NA,72.25,36
17031191000,IL,1994,7.25,107.25,NA,77.49,36
17031191000,IL,1995,-12.38,93.98,NA,67.9,36
17031191000,IL,1996,23.38,115.95,NA,83.77,36
17031191000,IL,1997,-2.49,113.06,NA,81.69,36
17031191000,IL,1998,1.06,114.26,NA,82.56,36
17031191000,IL,1999,1.3,115.75,NA,83.63,36
17031191000,IL,2000,19.57,138.41,NA,100,36
17031191000,IL,2001,15.43,159.76,NA,115.43,36
17031191000,IL,2002,10.19,176.04,NA,127.19,36
17031191000,IL,2003,6.35,187.22,NA,135.27,36
17031191000,IL,2004,22.25,228.87,NA,165.36,36
17031191000,IL,2005,8.15,247.52,NA,178.84,36
17031191000,IL,2006,17.53,290.92,NA,210.2,36
17031191000,IL,2007,-3.22,281.56,NA,203.43,36
17031191000,IL,2008,-8.11,258.72,NA,186.93,36
17031191000,IL,2009,-19.9,207.23,NA,149.73,36
17031191000,IL,2010,NA,NA,NA,NA,36
17031191000,IL,2011,NA,NA,NA,NA,36
17031191000,IL,2012,NA,125.54,NA,90.7,36
17031191000,IL,2013,2.74,128.98,NA,93.19,36
17031191000,IL,2014,26.47,163.12,NA,117.85,36
17031191000,IL,2015,NA,NA,NA,NA,36
17031191000,IL,2016,NA,NA,NA,NA,36
17031191000,IL,2017,NA,210.19,NA,151.87,36
17031080300,NA,NA,NA,NA,NA,NA,2
17031300800,NA,NA,NA,NA,NA,NA,12
17031650200,IL,1986,NA,100,68.58,47.75,13
17031650200,IL,1987,-3.38,96.62,66.26,46.14,13
17031650200,IL,1988,22.69,118.54,81.29,56.61,13
17031650200,IL,1989,3.38,122.55,84.04,58.52,13
17031650200,IL,1990,18.99,145.82,100,69.63,13
17031650200,IL,1991,-4.09,139.85,95.91,66.78,13
17031650200,IL,1992,13.61,158.88,108.96,75.87,13
17031650200,IL,1993,1.91,161.92,111.04,77.32,13
